cik,name,alias,alias_clean,alias_source
0001932393,GE HEALTHCARE TECHNOLOGI INC,GE HealthCare Technologies Inc.,ge healthcare technologies,sec_current_name
0001932393,GE HEALTHCARE TECHNOLOGI INC,GE Healthcare Holding LLC,ge healthcare,sec_former_name
0001958086,CORE LABORATORIES INC,Core Laboratories Inc. /DE/,core laboratories inc de,sec_current_name
0001958086,CORE LABORATORIES INC,Core Laboratories Luxembourg S.A.,core laboratories luxembourg sa,sec_former_name
0001993004,NORTHWESTERN ENRGY GROUP INC,"NorthWestern Energy Group, Inc.",northwestern energy group,sec_current_name
0000021665,COLGATE-PALMOLIVE CO,COLGATE PALMOLIVE CO,colgate palmolive,sec_current_name
0000024741,CORNING INC,CORNING INC /NY,corning inc ny,sec_current_name
0000024741,CORNING INC,CORNING GLASS WORKS,corning glass works,sec_former_name
0000026324,CURTISS-WRIGHT CORP,CURTISS WRIGHT CORP,curtiss wright,sec_current_name
0000313927,CHURCH & DWIGHT INC,CHURCH & DWIGHT CO INC /DE/,church dwight co inc de,sec_current_name
0000315213,ROBERT HALF INC,ROBERT HALF INTERNATIONAL INC.,robert half international,sec_former_name
0000922224,PPL CORP,PP&L RESOURCES INC,ppl resources,sec_former_name
0000317187,PPL ELECTRIC UTILITIES CORP,PP&L INC,ppl,sec_former_name
0000317187,PPL ELECTRIC UTILITIES CORP,PP & L INC,pp l,sec_former_name
0000060549,LOUISVILLE GAS AND ELECTRIC,LOUISVILLE GAS & ELECTRIC CO /KY/,louisville gas electric co ky,sec_current_name
0000048898,HUBBELL INC,HUBBELL HARVEY INC,hubbell harvey,sec_former_name
0000005272,AMERICAN INTERNATIONAL GROUP,"AMERICAN INTERNATIONAL GROUP, INC.",american international group,sec_current_name
0000005272,AMERICAN INTERNATIONAL GROUP,AMERICAN INTERNATIONAL ENTERPRISES INC,american international enterprises,sec_former_name
0000055135,KELLY SERVICES INC  -CL A,KELLY SERVICES INC,kelly services,sec_current_name
0000055785,KIMBERLY-CLARK CORP,KIMBERLY CLARK CORP,kimberly clark,sec_current_name
0000719413,HECLA MINING CO,HECLA MINING CO/DE/,hecla mining code,sec_current_name
0000759944,CITIZENS FINANCIAL GROUP INC,CITIZENS FINANCIAL GROUP INC/RI,citizens financial group incri,sec_current_name
0000079282,BROWN & BROWN INC,POE & BROWN INC,poe brown,sec_former_name
0000085535,ROYAL GOLD INC,ROYAL GOLD INC /DE/,royal gold inc de,sec_former_name
0000085535,ROYAL GOLD INC,ROYAL RESOURCES CORP,royal resources,sec_former_name
0000085535,ROYAL GOLD INC,ROYAL RESOURCES EXPLORATION INC,royal resources exploration,sec_former_name
0000086312,TRAVELERS COS INC,"TRAVELERS COMPANIES, INC.",travelers companies,sec_current_name
0000086312,TRAVELERS COS INC,ST PAUL TRAVELERS COMPANIES INC,st paul travelers companies,sec_former_name
0000086312,TRAVELERS COS INC,ST PAUL FIRE & MARINE INSURANCE CO/MD,st paul fire marine insurance comd,sec_former_name
0000086312,TRAVELERS COS INC,ST PAUL COMPANIES INC/MN/,st paul companies incmn,sec_former_name
0000875320,VERTEX PHARMACEUTICALS INC,VERTEX PHARMACEUTICALS INC / MA,vertex pharmaceuticals inc ma,sec_current_name
0000877212,ZEBRA TECHNOLOGIES CP  -CL A,ZEBRA TECHNOLOGIES CORP,zebra technologies,sec_current_name
0000877212,ZEBRA TECHNOLOGIES CP  -CL A,ZEBRA TECHNOLOGIES Corp,zebra technologies,sec_former_name
0000877212,ZEBRA TECHNOLOGIES CP  -CL A,ZEBRA TECHNOLOGIES CORP/DE,zebra technologies corpde,sec_former_name
0000088121,SEABOARD CORP,SEABOARD CORP /DE/,seaboard corp de,sec_current_name
0000088121,SEABOARD CORP,SEABOARD ALLIED MILLING CORP,seaboard allied milling,sec_former_name
0000088121,SEABOARD CORP,HATHAWAY BAKERIES INC,hathaway bakeries,sec_former_name
0000888491,OMEGA HEALTHCARE INVS INC,OMEGA HEALTHCARE INVESTORS INC,omega healthcare investors,sec_current_name
0000089089,SERVICE CORP INTERNATIONAL,SERVICE CORPORATION INTERNATIONAL,service corporation international,sec_former_name
0000906107,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL PROPERTIES TRUST,equity residential properties trust,sec_former_name
0000913142,BELDEN INC,BELDEN CDT INC.,belden cdt,sec_former_name
0000913142,BELDEN INC,CABLE DESIGN TECHNOLOGIES CORP,cable design technologies,sec_former_name
0000091440,SNAP-ON INC,SNAP ON INC,snap on,sec_former_name
0000091440,SNAP-ON INC,SNAP ON TOOLS CORP,snap on tools,sec_former_name
0000927066,DAVITA INC,DAVITA HEALTHCARE PARTNERS INC.,davita healthcare partners,sec_former_name
0000927066,DAVITA INC,TOTAL RENAL CARE HOLDINGS INC,total renal care,sec_former_name
0000937098,TRINET GROUP INC,"TRINET GROUP, INC.",trinet group,sec_current_name
0000937098,TRINET GROUP INC,TRINET EMPLOYER GROUP INC,trinet employer,sec_former_name
0000093751,STATE STREET CORP,STATE STREET BOSTON FINANCIAL CORP,state street boston financial,sec_former_name
0000100122,TUCSON ELECTRIC POWER CO,TUCSON GAS & ELECTRIC CO /AZ/,tucson gas electric co az,sec_former_name
0001004434,AFFILIATED MANAGERS GRP INC,"AFFILIATED MANAGERS GROUP, INC.",affiliated managers group,sec_current_name
0001004434,AFFILIATED MANAGERS GRP INC,AFFILIATED MANAGERS GROUP INC,affiliated managers,sec_former_name
0001020569,IRON MOUNTAIN INC,IRON MOUNTAIN INC/PA,iron mountain incpa,sec_former_name
0001020569,IRON MOUNTAIN INC,PIERCE LEAHY CORP,pierce leahy,sec_former_name
0001021561,NU SKIN ENTERPRISES  -CL A,"NU SKIN ENTERPRISES, INC.",nu skin enterprises,sec_current_name
0001021561,NU SKIN ENTERPRISES  -CL A,NU SKIN ENTERPRISES INC,nu skin enterprises,sec_former_name
0001021561,NU SKIN ENTERPRISES  -CL A,NU SKIN ASIA PACIFIC INC,nu skin asia pacific,sec_former_name
0001021860,NOV INC,NATIONAL OILWELL VARCO INC,national oilwell varco,sec_former_name
0001021860,NOV INC,NATIONAL OILWELL INC,national oilwell,sec_former_name
0000103145,VEECO INSTRUMENTS INC,VACUUM ELECTRONIC MANUFACTURING CORP,vacuum electronic manufacturing,sec_former_name
0000921825,FIRST INDL REALTY TRUST INC,FIRST INDUSTRIAL REALTY TRUST INC,first industrial realty trust,sec_current_name
0001059556,MOODY'S CORP,MOODYS CORP /DE/,moodys corp de,sec_current_name
0001059556,MOODY'S CORP,DUN & BRADSTREET CORP /DE/,dun bradstreet corp de,sec_former_name
0001059556,MOODY'S CORP,NEW DUN & BRADSTREET CORP,new dun bradstreet,sec_former_name
0001062231,DAUCH CORP,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,american axle manufacturing,sec_current_name
0000910606,REGENCY CENTERS CORP,REGENCY REALTY CORP,regency realty,sec_former_name
0001101215,BREAD FINANCIAL HOLDINGS INC,"BREAD FINANCIAL HOLDINGS, INC.",bread financial holdings,sec_current_name
0001101215,BREAD FINANCIAL HOLDINGS INC,ALLIANCE DATA SYSTEMS CORP,alliance data systems,sec_former_name
0001109448,ALLIANCEBERNSTEIN L.P.,ALLIANCE CAPITAL MANAGEMENT L P,alliance capital management l p,sec_former_name
0001138118,CBRE GROUP INC,"CBRE GROUP, INC.",cbre group,sec_current_name
0001138118,CBRE GROUP INC,CB RICHARD ELLIS GROUP INC,cb richard ellis,sec_former_name
0000012208,BIO-RAD LABORATORIES INC,BIO RAD LABORATORIES INC,bio rad laboratories,sec_former_name
0001265131,HILLTOP HOLDINGS INC,AFFORDABLE RESIDENTIAL COMMUNITIES INC,affordable residential communities,sec_former_name
0001276187,ENERGY TRANSFER LP,"Energy Transfer Equity, L.P.",energy transfer equity lp,sec_former_name
0001276187,ENERGY TRANSFER LP,LAGRANGE ENERGY LP,lagrange energy lp,sec_former_name
0001320461,COOPER-STANDARD HOLDINGS INC,CSA Acquisition Corp.,csa acquisition,sec_former_name
0000072741,EVERSOURCE ENERGY,NORTHEAST UTILITIES,northeast utilities,sec_former_name
0000072741,EVERSOURCE ENERGY,NORTHEAST UTILITIES SYSTEM,northeast utilities system,sec_former_name
0000315256,PUBLIC SERVICE CO/N H,PUBLIC SERVICE CO OF NEW HAMPSHIRE,public service co of new hampshire,sec_current_name
0000013372,NSTAR ELECTRIC CO,BOSTON EDISON CO,boston edison,sec_former_name
0000014930,BRUNSWICK CORP,BRUNSWICK BALKE COLLENDER CO,brunswick balke collender,sec_former_name
0001543418,TRILOGY METALS INC,NovaCopper Inc.,novacopper,sec_former_name
0001547903,NMI HOLDINGS INC,"NMI Holdings, Inc.",nmi holdings,sec_current_name
0001561894,HA SUSTAINABLE INFRA CAP INC,"HA Sustainable Infrastructure Capital, Inc.",ha sustainable infrastructure capital,sec_current_name
0001561894,HA SUSTAINABLE INFRA CAP INC,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",hannon armstrong sustainable infrastructure capital,sec_former_name
0001647639,UPSTART HOLDINGS INC,"Upstart Holdings, Inc.",upstart holdings,sec_current_name
0001666700,DUPONT DE NEMOURS INC,DowDuPont Inc.,dowdupont,sec_former_name
0000030554,DU PONT (E I) DE NEMOURS,"EIDP, Inc.",eidp,sec_current_name
0000030554,DU PONT (E I) DE NEMOURS,DUPONT E I DE NEMOURS & CO,dupont e i de nemours,sec_former_name
0001792581,KIROMIC BIOPHARMA INC,"Kiromic, Inc.",kiromic,sec_former_name
0000018230,CATERPILLAR INC,CATERPILLAR TRACTOR CO,caterpillar tractor,sec_former_name
0001828108,AURORA INNOVATION INC,Reinvent Technology Partners Y,reinvent technology partners y,sec_former_name
0001828108,AURORA INNOVATION INC,Reinvent Technology Partners C,reinvent technology partners c,sec_former_name
0001849635,TRUMP MEDIA & TECHNO GRP CRP,Trump Media & Technology Group Corp.,trump media technology,sec_current_name
0001849635,TRUMP MEDIA & TECHNO GRP CRP,Digital World Acquisition Corp.,digital world acquisition,sec_former_name
0001883685,DRAFTKINGS INC,"New Duke Holdco, Inc.",new duke holdco,sec_former_name
0000019617,JPMORGAN CHASE & CO,J P MORGAN CHASE & CO,j p morgan chase,sec_former_name
0000019617,JPMORGAN CHASE & CO,CHASE MANHATTAN CORP /DE/,chase manhattan corp de,sec_former_name
0000019617,JPMORGAN CHASE & CO,CHEMICAL BANKING CORP,chemical banking,sec_former_name
0000202058,L3HARRIS TECHNOLOGIES INC,"L3HARRIS TECHNOLOGIES, INC. /DE/",l3harris technologies inc de,sec_current_name
0000202058,L3HARRIS TECHNOLOGIES INC,HARRIS CORP /DE/,harris corp de,sec_former_name
0000202058,L3HARRIS TECHNOLOGIES INC,HARRIS SEYBOLD CO,harris seybold,sec_former_name
0000029002,DIODES INC,DIODES INC /DEL/,diodes inc del,sec_current_name
0000310522,FEDERAL NATIONAL MORTGA ASSN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,federal national mortgage association fannie mae,sec_current_name
0000310522,FEDERAL NATIONAL MORTGA ASSN,FEDERAL NATIONAL MORTGAGE ASSOCIATION,federal national mortgage association,sec_former_name
0000753308,NEXTERA ENERGY INC,FPL GROUP INC,fpl,sec_former_name
0000004281,HOWMET AEROSPACE INC,Arconic Inc.,arconic,sec_former_name
0000004281,HOWMET AEROSPACE INC,ALCOA INC.,alcoa,sec_former_name
0000004281,HOWMET AEROSPACE INC,ALCOA INC,alcoa,sec_former_name
0000049196,HUNTINGTON BANCSHARES,HUNTINGTON BANCSHARES INC /MD/,huntington bancshares inc md,sec_current_name
0000049196,HUNTINGTON BANCSHARES,HUNTINGTON BANCSHARES INC/MD,huntington bancshares incmd,sec_former_name
0000066570,MSA SAFETY INC,MINE SAFETY APPLIANCES CO,mine safety appliances,sec_former_name
0000068505,MOTOROLA SOLUTIONS INC,MOTOROLA INC,motorola,sec_former_name
0000068505,MOTOROLA SOLUTIONS INC,MOTOROLA DELAWARE INC,motorola delaware,sec_former_name
0000766421,ALASKA AIR GROUP INC,"ALASKA AIR GROUP, INC.",alaska air group,sec_current_name
0000773840,HONEYWELL INTERNATIONAL INC,ALLIEDSIGNAL INC,alliedsignal,sec_former_name
0000784977,PORTLAND GENERAL ELECTRIC CO,PORTLAND GENERAL ELECTRIC CO /OR/,portland general electric co or,sec_current_name
0000790051,CARLISLE COS INC,CARLISLE COMPANIES INC,carlisle companies,sec_current_name
0000799292,M/I HOMES INC,M I HOMES INC,m i homes,sec_former_name
0000799292,M/I HOMES INC,M I SCHOTTENSTEIN HOMES INC,m i schottenstein homes,sec_former_name
0000814453,NEWELL BRANDS INC,NEWELL RUBBERMAID INC,newell rubbermaid,sec_former_name
0000825313,ALLIANCEBERNSTEIN HOLDING LP,ALLIANCE CAPITAL MANAGEMENT HOLDING LP,alliance capital management holding lp,sec_former_name
0000825313,ALLIANCEBERNSTEIN HOLDING LP,ALLIANCE CAPITAL MANAGEMENT LP,alliance capital management lp,sec_former_name
0000830616,SCI ENGINEERED MATERIALS INC,SUPERCONDUCTIVE COMPONENTS INC,superconductive components,sec_former_name
0000831259,FREEPORT-MCMORAN INC,FREEPORT MCMORAN COPPER & GOLD INC,freeport mcmoran copper gold,sec_former_name
0000831259,FREEPORT-MCMORAN INC,FREEPORT MCMORAN COPPER COMPANY INC,freeport mcmoran copper,sec_former_name
0000842162,LEAR CORP,LEAR CORP /DE/,lear corp de,sec_former_name
0000842162,LEAR CORP,LEAR SEATING CORP,lear seating,sec_former_name
0000842162,LEAR CORP,LEAR SIEGLER SEATING CORP,lear siegler seating,sec_former_name
0000860730,HCA HEALTHCARE INC,"HCA Holdings, Inc.",hca holdings,sec_former_name
0000860730,HCA HEALTHCARE INC,HCA INC/TN,hca inctn,sec_former_name
0000860730,HCA HEALTHCARE INC,HCA THE HEALTHCARE CO,hca the healthcare,sec_former_name
0000884887,ROYAL CARIBBEAN GROUP,ROYAL CARIBBEAN CRUISES LTD,royal caribbean cruises,sec_current_name
0000884887,ROYAL CARIBBEAN GROUP,RA HOLDINGS INC,ra,sec_former_name
0000890926,RADIAN GROUP INC,CMAC INVESTMENT CORP,cmac investment,sec_former_name
0000895728,ENBRIDGE INC,IPL ENERGY INC,ipl energy,sec_former_name
0000895728,ENBRIDGE INC,INTERPROVINCIAL PIPE LINE SYSTEM INC,interprovincial pipe line system,sec_former_name
0000009092,BADGER METER INC,BADGER METER MANUFACTURING CO,badger meter manufacturing,sec_former_name
0000929008,WESCO INTL INC,WESCO INTERNATIONAL INC,wesco international,sec_current_name
0000929008,WESCO INTL INC,CDW HOLDING CORP,cdw,sec_former_name
0000931148,GRAFTECH INTERNATIONAL LTD,UCAR INTERNATIONAL INC,ucar international,sec_former_name
0001599617,DNOW INC,NOW Inc.,now,sec_former_name
0001839285,HEALTHCARE TRIANGL INC,"Healthcare Triangle, Inc.",healthcare triangle,sec_current_name
0000018654,AMEREN ILLINOIS CO,CENTRAL ILLINOIS PUBLIC SERVICE CO,central illinois public service,sec_former_name
0001046568,PERDOCEO EDUCATION CORP,CAREER EDUCATION CORP,career education,sec_former_name
0001050446,STRATEGY INC,MICROSTRATEGY Inc,microstrategy,sec_current_name
0001050446,STRATEGY INC,MICROSTRATEGY INC,microstrategy,sec_former_name
0001077183,NEOGENOMICS INC,AMERICAN COMMUNICATIONS ENTERPRISES INC,american communications enterprises,sec_former_name
0001089748,HUNTSMAN INTERNATIONAL LLC,HUNTSMAN ICI CHEMICALS LLC,huntsman ici chemicals,sec_former_name
0001122976,AVIENT CORP,POLYONE CORP,polyone,sec_former_name
0001159036,HALOZYME THERAPEUTICS INC,GLOBAL YACHT SERVICES INC,global yacht services,sec_former_name
0001163165,CONOCOPHILLIPS,CORVETTEPORSCHE CORP,corvetteporsche,sec_former_name
0001868275,CONSTELLATION ENE CORP,Constellation Energy Corp,constellation energy,sec_current_name
0001868275,CONSTELLATION ENE CORP,"Constellation Newholdco, Inc.",constellation newholdco,sec_former_name
0001168165,EXELON GENERATION CO LLC,CONSTELLATION ENERGY GENERATION LLC,constellation energy generation,sec_current_name
0001321655,PALANTIR TECHNOLOG INC,Palantir Technologies Inc.,palantir technologies,sec_current_name
0001321655,PALANTIR TECHNOLOG INC,Palantir Technologies Inc,palantir technologies,sec_former_name
0000065984,ENTERGY CORP,ENTERGY CORP /DE/,entergy corp de,sec_current_name
0000065984,ENTERGY CORP,ENTERGY CORP /FL/,entergy corp fl,sec_former_name
0000065984,ENTERGY CORP,ENTERGY GSU HOLDINGS INC /DE/,entergy gsu holdings inc de,sec_former_name
0000065984,ENTERGY CORP,MIDDLE SOUTH UTILITIES INC,middle south utilities,sec_former_name
0000066901,ENTERGY MISSISSSIPPI,"ENTERGY MISSISSIPPI, LLC",entergy mississippi,sec_current_name
0000066901,ENTERGY MISSISSSIPPI,ENTERGY MISSISSIPPI INC,entergy mississippi,sec_former_name
0000066901,ENTERGY MISSISSSIPPI,MISSISSIPPI POWER & LIGHT CO,mississippi power light,sec_former_name
0000202584,SYSTEM ENERGY RESOURCES INC,MIDDLE SOUTH ENERGY INC,middle south energy,sec_former_name
0000007323,ENTERGY ARKANSAS,ARKANSAS POWER & LIGHT CO,arkansas power light,sec_former_name
0000071508,ENTERGY NEW ORLEANS,NEW ORLEANS PUBLIC SERVICE INC,new orleans public service,sec_former_name
0001556593,RITHM CAPITAL CORP,New Residential Investment Corp.,new residential investment,sec_former_name
0001556593,RITHM CAPITAL CORP,New Residential Investment LLC,new residential investment,sec_former_name
0001556593,RITHM CAPITAL CORP,Spinco Inc.,spinco,sec_former_name
0001570585,LIBERTY GLOBAL LTD,Liberty Global Corp Ltd,liberty global corp,sec_former_name
0001570585,LIBERTY GLOBAL LTD,Lynx Europe Ltd.,lynx europe,sec_former_name
0001614806,RITHM PROPERTY TRUST INC,Great Ajax Corp.,great ajax,sec_former_name
0001627223,CHEMOURS CO,"Chemours Company, LLC",chemours company,sec_former_name
0001630472,TPG RE FINANCE TRT INC,"TPG RE Finance Trust, Inc.",tpg re finance trust,sec_current_name
0001657853,HERTZ GLOBAL HOLDINGS INC,"HERTZ GLOBAL HOLDINGS, INC",hertz global holdings,sec_current_name
0001657853,HERTZ GLOBAL HOLDINGS INC,"Hertz Rental Car Holding Company, Inc.",hertz rental car holding company,sec_former_name
0001669811,DONNELLEY FINANCIAL SOLTNS,"Donnelley Financial Solutions, Inc.",donnelley financial solutions,sec_current_name
0001670076,FRONTIER GRP HOLD INC,"Frontier Group Holdings, Inc.",frontier group holdings,sec_current_name
0001674101,VERTIV HOLDINGS CO,GS Acquisition Holdings Corp,gs acquisition,sec_former_name
0001689796,JBG SMITH PPTYS,JBG SMITH Properties,jbg smith properties,sec_current_name
0001689796,JBG SMITH PPTYS,Vornado DC Spinco,vornado dc spinco,sec_former_name
0001852244,GXO LOGISTIC INC,"GXO Logistics, Inc.",gxo logistics,sec_current_name
0001880661,TPG INC,"TPG Partners, LLC",tpg partners,sec_former_name
0000024545,MOLSON COORS BEVERAGE CO,MOLSON COORS BREWING CO,molson coors brewing,sec_former_name
0000024545,MOLSON COORS BEVERAGE CO,COORS ADOLPH CO,coors adolph,sec_former_name
0000315293,AON PLC,COMBINED INTERNATIONAL CORP,combined international,sec_former_name
0000034782,1ST SOURCE CORP,FBT BANCORP INC,fbt bancorp,sec_former_name
0000354190,ARTHUR J GALLAGHER & CO,GALLAGHER ARTHUR J & CO,gallagher arthur j,sec_former_name
0000047111,HERSHEY CO,HERSHEY FOODS CORP,hershey foods,sec_former_name
0000047111,HERSHEY CO,HERSHEY CHOCOLATE CORP,hershey chocolate,sec_former_name
0000056047,KIRBY CORP,KIRBY EXPLORATION CO INC,kirby exploration,sec_former_name
0000070318,TENET HEALTHCARE CORP,NATIONAL MEDICAL ENTERPRISES INC /NV/,national medical enterprises inc nv,sec_former_name
0000074208,UDR INC,UNITED DOMINION REALTY TRUST INC,united dominion realty trust,sec_former_name
0000074208,UDR INC,OLD DOMINION REAL ESTATE INVESTMENT TRUST,old dominion real estate investment trust,sec_former_name
0000074208,UDR INC,OLD DOMINION REIT ONE,old dominion reit one,sec_former_name
0000789570,MGM RESORTS INTERNATIONAL,MGM MIRAGE,mgm mirage,sec_former_name
0000789570,MGM RESORTS INTERNATIONAL,MGM GRAND INC,mgm grand,sec_former_name
0000789570,MGM RESORTS INTERNATIONAL,GRAND NAME CO,grand name,sec_former_name
0000795403,WATTS WATER TECHNOLOGIES INC,WATTS INDUSTRIES INC,watts industries,sec_former_name
0000797468,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP /DE/,occidental petroleum corp de,sec_current_name
0000879526,WABASH NATIONAL CORP,WABASH NATIONAL CORP /DE,wabash national corp de,sec_former_name
0000910329,MEDIFAST INC,HEALTHRITE INC,healthrite,sec_former_name
0000910329,MEDIFAST INC,XX,xx,sec_former_name
0000910329,MEDIFAST INC,00,00,sec_former_name
0000911177,CASELLA WASTE SYS INC  -CL A,CASELLA WASTE SYSTEMS INC,casella waste systems,sec_current_name
0000921638,SSR MINING INC,SILVER STANDARD RESOURCES INC,silver standard resources,sec_former_name
0000927003,ADVANCED ENERGY INDS INC,ADVANCED ENERGY INDUSTRIES INC,advanced energy industries,sec_current_name
0000931015,POLARIS INC,POLARIS INDUSTRIES INC/MN,polaris industries incmn,sec_former_name
0000093556,STANLEY BLACK & DECKER INC,STANLEY WORKS,stanley works,sec_former_name
0000097134,TENNANT CO,TENNANT G H CO,tennant g h,sec_former_name
